Comment Title,Comment Body,Poster,Date,Time,Recs
,"I don’t know about you guys but i’m nervous/angry/excited/terrified/& as pumped for this sunday than a pre-adolescent highschooler who found a hole in the wall leading to the girl’s changeroom.
With Camoranesi back i think three points is very possible. That fucking argentine is honestly our best midfielder. His touch on the ball makes myself votim, knowing the difference in my skill level and his. But regardless of my shortcomings, i’m very aroused for sunday!",roberto ,"Nov 2, 2007 ", 9:29 AM,
,"I am aroused as well, but for another reason. The Bulls home opener is tonight against the Sixers so that’s my main focus. Obviously my erection will return early sunday morning though.
HUGE that camo is back, real pumped to see him in action again. He’s got some sick hair too!",R.J. ,"Nov 2, 2007 ", 11:12 AM,
,"CAMO CHANGED HIS HAIR!?!?!? no i liked it before…whatever as long as we kick some ass on sunday! i have looking forward to this game for too long for juve to lose:D plus i have everyone in the fam on my side even though none of them are juve fans, if we play inter they support la juve! we must win",sofia ,"Nov 2, 2007 ", 11:50 AM,
,"I’m not saying he changed his hair, i was just commenting on how awesome it is. He’s no Nedved, but its nice.
I gotta give quick love to the Chicago Fire who upset DC United last night…the MLS certainly sucks, but Blanco is fun to watch, i have undying loyalty to Chicago sports and I went to college with Chris Rolfe and Dasan Robinson. FEEL THE BURN!",R.J. ,"Nov 2, 2007 ", 11:56 AM,
,haha i went to the toronto – chicago game where you guys beat us into the ground 3-0 and i had SOOOOOOOOOOO much fun booing the asshole that is blanco and rolfe haha…well actually i booed your entire team and the ref who was basically part of your team but im not gonna get into that…robinson ahah i remember when i watched it back on tv i was getting confused between tfc robinson and chicago robinson because the announcers just said robinson and left you to figure out which one haha,sofia ,"Nov 2, 2007 ", 12:17 PM,
,"Sofia, I’m glad you had “SOOOO much fun” watching Toronto get fucking worked over, haha. How can you boo Rolfe though? He’s the nicest most mild mannered guy out there. One way to tell between the Robinsons is the one with the Toronto FC jersey plays for your squad and the one with the Fire Jersey plays for my squad, remember that and you wont have that problem in the future!!! haha, how’d you break your foot by the way?
whatever happened to Zebina? i know he bitch slapped some stadium worker and was suspended, is he back from suspension and just not good enough to play?",R.J. ,"Nov 2, 2007 ", 2:38 PM,
,"Ultra Serb here, I’m gonna say a few things… One, R.J. has no sense on what’s hot and what’s not (think about that one). Secondly, Sofia, WILL YOU GO OUT WITH ME? Thirdly, and lastly, Toronto is the city (empire) that was built on coal and fire. LEARN IT, LIVE IT, TSN!",Ultra Serb ,"Nov 2, 2007 ", 5:59 PM,
,"So what Roberto can’t spell, he has an enormous ego (Sofia, if you know what I mean). Fuck, Allez Les Bleus. Sus mon bit! Anyways, back on topic: Roberto is a genius for he plays D1 along with me and for the rest of you house leaguers… EAT MY SHIT, EAT MY DIRTY TACO, QUACALASH/CRAB JUICE SHIT!!!!",Ultra Serb ,"Nov 2, 2007 ", 6:04 PM,
,"hey leave la pantera alone… zalazyeta s no traitor.. he’s just playing for his club and like any player, is doing his job.. it’s true he dived and should have owned up.. but what the hell.. Barca in 2003 and real in 2005 were both knocked out thanks to him… and ill never forget the joys i felt .. its about time he moved to a club and is playing regularly, do u remember any reports about him being unhappy about the lack of play at juve.. no.. cause unlike others he was proud to be playing for us and was willing to get his limited chances as long as he was playing for a reputable club…(haha i might have gone overboard with that.. my point is zalzyeta should not be on the most wanted list).. all i can say to him is goodluck with napoli and thanks for the time u spent at juve…. as for napoli.. siete voi siete voi.. la vergogna dell’italia siete voi..(if u ever get the chance do go watch a game at the sao paolo … atmosphere s incredible … i went to watch last year s game when we drew 1-1.. del piero had scored his 202nd goal.. 1 tip.. run into the pitch or be the 1st one to enter or else bombs will be thrown at you before entering the stadium,.. :D",BIanco (nero) ,"Nov 3, 2007 ", 1:23 AM,
,"Ultra Serb – OK!!! well only if you dont talk shit about juve then ok but if you do then its over!! :) hahahaha its ok to have a big ego….;)
R.J – when you are watching it on tv sometimes its hard to tell who is wearing what jersey geez… how can i boo rolfe?? easy, he plays for the opposition! haha but seriously our fans are the shit! we have the greatest fans EVER!! i honestly dont know how i broke my foot haha and neither does the doctor stupid shit he is but whatever….",sofia ,"Nov 5, 2007 ", 12:01 PM,
,"I was just breakin your balls a little bit Sofia, sorry. You don’t know how you broke your foot? Hmmm…I’m going to go ahead and assume you were blacked out drunk. Toronto = not the best fans. Toronto Raptors = Worst unifomrms in professional sports. Chicago > Toronto. if you think otherwise you are ignorant.",R. J. ,"Nov 5, 2007 ", 2:59 PM,
,R.J i was not drunk haha…i honestly dont know but i think it was when some guy stepped on my foot with his soccer boots…ok i am soo sorry but you have to admit TFC have the best fans in the MLS. simple. Toronto Raps are cool man dont talk shit! we got by 7 foot tall husband bargnarni on our team so we are too cool for Chicago hhaha. i have never been to chicago but my aunt used to live there,sofia ,"Nov 6, 2007 ", 11:53 AM,
,"This video points out how the red card for Nedved was bullshit.
http://www.youtube.com/watch?v=3E5RGMQEgq8&eurl=",Juan ,"Oct 23, 2007 ", 6:36 PM,
,"straight red is arguable, but nedved never jumped straight up in the air, if he did his arm wouldn’t have been the problem… but his forward leap made it look that much worse",roberto ,"Oct 23, 2007 ", 8:37 PM,
,"Hey Roberto, what do those ADP flavored rubbers taste like? On second thought, that question should be directed towards Sofia. Really though, he looked solid on Sunday, hopefully he can keep it up.",R. J. ,"Oct 24, 2007 ", 7:24 AM,
,"Buffon=GOD
that is all",Ultra Serb ,"Oct 24, 2007 ", 10:50 AM,
,"Really… I hope his this form keeps up too. And as per those details about the condoms they taste a bit more like nedevd other than ADP… uh uh thats what my girlfriend says i swear. And R.J. let me know how many packs you want next time, those iaquinta’s are sellng fast!!!",roberto ,"Oct 24, 2007 ", 10:53 AM,
,"I was just curious what they taste like, since you have referenced them more than once. Actually, I swore off condoms in high school so i wont be needing any. Oh, your “girlfriend” told you that…right guy. crazy canadians. So Nedved is going to miss the match against Inter? that would/will suck.",R. J. ,"Oct 24, 2007 ", 12:10 PM,
,"R.J i cant even believe you said that hahaha del piero is fucking awesome! and hes new hair looks amazing:D that one was for you R.J.
nedved is not suspended for the inter match….
i cant belive guys can turn a soccer blog into such a dirty thing…geez…",sofia ,"Oct 24, 2007 ", 1:02 PM,
,"you’re right about nedved, i misread the schedule.
Sofia, its clear ADP reads this blog and saw how we were hating and decided to step his game up. I’ll take partial credit for his improved play and let Roberto take the rest. His new cut looks good, but lets be honest, no one will ever touch Nedved’s hair. It looks like something Michaelangelo sculpted in a dream.
p.s. Who’s talking dirty? Condoms are meant to keep people clean.",R. J. ,"Oct 24, 2007 ", 1:55 PM,
,"Sofia thanks for that correction… someone’s got to keep these americans in line now and then lol!
But eh R.J., my girlfriend and i aren’t the only couple disappointed with those condoms. Del Piero’s wife tried them 9 months ago, now look what happened… wait a minute… oh fuck… i’m gonna need a shovel… be right back…",roberto ,"Oct 24, 2007 ", 6:03 PM,
,I’m officially going as Nedved’s hair for halloween,roberto ,"Oct 24, 2007 ", 6:13 PM,
,I’m going to go as Tiago’s tampon.,R.J. ,"Oct 24, 2007 ", 7:16 PM,
,Sofia can go as ADP’s condoms.,roberto ,"Oct 25, 2007 ", 8:32 AM,
,hahaha your damn straight i am going as his condoms!!! haha i got the best costume!!!!!,sofia ,"Oct 25, 2007 ", 11:54 AM,
,"Roberto, you can’t hate on Americans when you post from America…that’s gotta be a rule.
Great idea for Sofia’s costume, hell, i didnt even know canadians celebrated halloween! Ya learn something new everyday.",R. J. ,"Oct 25, 2007 ", 2:49 PM,
,"Sofia… Ultra Serb has a crush on you.
P.S. he’s horny.",Ultra Serb ,"Oct 26, 2007 ", 8:42 AM,
,Condoms are for fags and peter pans.,Ultra Serb ,"Oct 26, 2007 ", 8:49 AM,
,American’s are dumb.,Ultra Serb ,"Oct 26, 2007 ", 8:50 AM,
,"Ultra Serb, don’t be jealous of America. You know as well as i do that America is superior in every way.
Canada is a poor mans America. You don’t know what you’re talking aboot.",R. J. ,"Oct 26, 2007 ", 9:32 AM,
,"dont talk smak about canadians you arrogant, ignorant american asshole! yes i said it so what are you gonna do?!?!?! huh? haha
Ultra Serb – hahaahahahahahhahhahhaha your funny! werent you the one who liked manU??? sorry man to have a chance here you gotta quit the manU thing….",sofia ,"Oct 26, 2007 ", 11:49 AM,
,"haha, sorry Sofia, just trying to get a rise outta you canucks. Visit Chicago and tell me it’s not the greatest city in the world. Arrogant, yes. Ignorant, no. Asshole, probably. What am I going to do? nothing, because your opinion is worthless. Once you take ADP’s nuts out of your mouth, i’ll start listening. JK.
Ultra Serb, you are a smoothie bro!",R. J. ,"Oct 26, 2007 ", 12:21 PM,
,"R.J i have never been to chicago but i have been to kentucky and i must say i felt like i walked into hicktown USA!! i couldnt understand a word they were saying!! you know im liking the nuts in mouth thing so i might be staying like this for a while so you will have to wait. at least you realize that you are an arrogant asshole:D i am soo proud of you! have you ever been to Toronto?? wow thats about as far as i can get because i know that T.O isnt the greatest place in the world ahahaha
Please do not encourage the manU loving Ultra Serb geez R.J i thought we were cool….",sofia ,"Oct 26, 2007 ", 12:37 PM,
